N,total_s,last_clear_s,last_discovery_s,tail_s,tail_fraction,last_discovery_to_end_s,discovered_by_6000,cleared_by_6000,all_found_by_6000,all_cleared_by_6000,all_done_5000_6000,tail_measures,tail_no_signal,after_6000_measures,after_6000_no_signal,discovered_total,cleared_total,all_move_s,all_measure_s,all_switch_s,all_clear_s,tail_move_s,tail_measure_s,tail_switch_s,tail_clear_s,after_6000_s,after_6000_tail_s,cost_accounting_error,absent_channel_measures,after_6000_absent_channel_measures,after_6000_clear_successes,after_6000_clear_failures,after6000_discovery_count,seed,completion,error,original_total_s,replay_delta_s,distribution
13,9523.591945,9030.35651,7252.461328,493.2354350000005,0.051790903878337104,2271.130617,12,10,False,False,False,14,14,86,83,13,13,7069.591945,2000.0,371.0,83.0,411.2354350000005,70.0,12.0,0.0,3523.591945,493.2354350000005,0.0,217,77,3,3,1,1245001521,True,,9523.591945,0.0,edge
14,8522.312621,2764.615197,437.0,5757.697423999999,0.6756027008223499,8085.312620999999,14,14,True,True,False,144,144,66,66,14,14,6882.312620999999,1325.0,236.0,79.0,4917.697423999999,720.0,120.0,0.0,2522.312620999999,2522.312620999999,0.0,186,66,0,0,0,1245001522,True,,8522.312621,0.0,cluster
14,9169.629813,8579.699206,3861.870728,589.9306070000002,0.06433526969252802,5307.759085,14,11,True,False,False,12,12,76,74,14,14,6808.629813,1935.0,356.0,70.0,519.9306070000002,60.0,10.0,0.0,3169.6298129999996,589.9306070000002,0.0,186,66,3,0,0,1245001523,True,,9169.629813,0.0,outward
11,10520.522691,9692.129993,7404.672742,828.3926979999997,0.07874064077716075,3115.8499490000004,10,6,False,False,False,18,18,124,121,11,11,8167.522691,1940.0,358.0,55.0,722.3926979999997,90.0,16.0,0.0,4520.522691,828.3926979999997,0.0,279,117,5,0,1,1245001524,True,,10520.522691,0.0,area
13,9240.652055,7768.573335,1679.0,1472.0787200000004,0.15930463686309637,7561.6520550000005,13,10,True,False,False,35,35,84,83,13,13,6803.6520550000005,2000.0,369.0,68.0,1267.0787200000004,175.0,30.0,0.0,3240.6520550000005,1472.0787200000004,0.0,217,77,3,0,0,1245001525,True,,9240.652055,0.0,edge
14,7844.875652,1359.77968,119.0,6485.095971999999,0.8266665094107217,7725.875652,14,14,True,True,False,168,168,48,48,14,14,6472.875652,1110.0,192.0,70.0,5504.095971999999,840.0,141.0,0.0,1844.8756519999997,1844.8756519999997,0.0,186,48,0,0,0,1245001526,True,,7844.875652,0.0,cluster
10,11807.228751,11807.228751,8165.603298,0.0,0.0,3641.6254530000006,9,5,False,False,False,0,0,160,155,10,10,8270.228751,2470.0,462.0,605.0,0,0,0,0,5807.228751000001,0.0,0.0,310,120,5,185,1,1245001527,True,,11807.228751,0.0,outward
14,9526.554007,8723.6641,3270.309451,802.8899070000007,0.08427915344940537,6256.244556000001,14,10,True,False,False,18,18,74,72,14,14,7326.554007000001,1790.0,328.0,82.0,697.8899070000007,90.0,15.0,0.0,3526.5540070000006,802.8899070000007,0.0,186,63,4,1,0,1245001528,True,,9526.554007,0.0,area
16,7045.582611,7045.582611,5050.560929,0.0,0.0,1995.0216819999996,16,12,True,False,False,0,0,2,0,16,16,5229.582611,1415.0,264.0,137.0,0,0,0,0,1045.5826109999998,0.0,0.0,68,0,4,13,0,1245001529,True,,7045.582611,0.0,edge
10,10109.283325,10109.283325,1522.178937,0.0,0.0,8587.104388,10,4,True,False,False,0,0,166,165,10,10,7173.283325,2425.0,455.0,56.0,0,0,0,0,4109.283325,0.0,0.0,310,110,6,1,0,1245001530,True,,10109.283325,0.0,cluster
13,9126.755913,8622.574829,4404.891315,504.18108400000165,0.05524209136368536,4721.864598000001,13,12,True,False,False,14,14,78,77,13,13,6733.755913000001,1965.0,363.0,65.0,422.18108400000165,70.0,12.0,0.0,3126.755913000001,504.18108400000165,0.0,217,70,1,0,0,1245001531,True,,9126.755913,0.0,outward
10,9691.849117,9691.849117,1616.61957,0.0,0.0,8075.229547,10,6,True,False,False,0,0,116,114,10,10,7191.849117,2065.0,382.0,53.0,0,0,0,0,3691.8491169999998,0.0,0.0,310,110,4,0,0,1245001532,True,,9691.849117,0.0,area
13,11100.645348,11100.645348,5926.53298,0.0,0.0,5174.112368,13,6,True,False,False,0,0,139,133,13,13,8092.645348,2410.0,452.0,146.0,0,0,0,0,5100.645348,0.0,0.0,217,77,7,26,0,1245001533,True,,11100.645348,0.0,edge
12,8715.535541,2596.89603,1325.0,6118.639510999999,0.7020382720277407,7390.535540999999,12,12,True,True,False,192,192,88,88,12,12,6765.535540999999,1580.0,286.0,84.0,4989.639510999999,960.0,169.0,0.0,2715.5355409999993,2715.5355409999993,0.0,248,88,0,0,0,1245001534,True,,8715.535541,0.0,cluster
10,9384.335583,8219.281398,4190.75338,1165.0541850000009,0.12414881956166729,5193.582203,10,3,True,False,False,50,50,158,144,10,10,6231.335583,2610.0,493.0,50.0,869.0541850000009,250.0,46.0,0.0,3384.335583,1165.0541850000009,0.0,310,120,7,0,0,1245001535,True,,9384.335583,0.0,outward
11,9578.156037,6772.584619,2875.977898,2805.5714180000004,0.29291352188899406,6702.178139000001,11,10,True,False,False,90,90,120,119,11,11,7183.156037000001,1975.0,365.0,55.0,2275.5714180000004,450.0,80.0,0.0,3578.1560370000007,2805.5714180000004,0.0,279,117,1,0,0,1245001536,True,,9578.156037,0.0,area
10,9659.078659,8032.991884,1703.0,1626.0867750000007,0.16834802080060382,7956.078659000001,10,6,True,False,False,60,60,133,127,10,10,6787.078659000001,2375.0,444.0,53.0,1272.0867750000007,300.0,54.0,0.0,3659.0786590000007,1626.0867750000007,0.0,310,120,4,0,0,1245001537,True,,9659.078659,0.0,edge
11,8798.638558,3260.208925,684.85589,5538.429633000001,0.6294643877562496,8113.782668000001,11,11,True,True,False,189,189,99,99,11,11,6728.638558000001,1700.0,309.0,61.0,4425.429633000001,945.0,168.0,0.0,2798.6385580000006,2798.6385580000006,0.0,279,99,0,0,0,1245001538,True,,8798.638558,0.0,cluster
16,10639.649059,10639.649059,5922.044235,0.0,0.0,4717.604823999999,16,10,True,False,False,0,0,21,20,16,16,7896.649058999999,1450.0,262.0,1031.0,0,0,0,0,4639.649058999999,0.0,0.0,72,0,6,317,0,1245001539,True,,10639.649059,0.0,outward
15,10030.892184,10030.892184,4545.354551,0.0,0.0,5485.537633,15,10,True,False,False,0,0,82,81,15,15,7881.892184,1745.0,320.0,84.0,0,0,0,0,4030.8921840000003,0.0,0.0,155,60,5,0,0,1245001540,True,,10030.892184,0.0,area
13,9827.190786,7022.005573,6492.251661,2805.185212999999,0.2854513842344771,3334.939124999999,12,11,False,False,False,56,56,83,81,13,13,7438.190785999999,1960.0,361.0,68.0,2477.185212999999,280.0,48.0,0.0,3827.190785999999,2805.185212999999,0.0,217,80,2,0,1,1245001541,True,,9827.190786,0.0,edge
13,8632.836364,2874.689611,401.0,5758.146753000001,0.6670052008644792,8231.836364,13,13,True,True,False,161,161,70,70,13,13,6848.836364000001,1455.0,261.0,68.0,4815.146753000001,805.0,138.0,0.0,2632.8363640000007,2632.8363640000007,0.0,217,70,0,0,0,1245001542,True,,8632.836364,0.0,cluster
12,9731.329432,9731.329432,8453.989114,0.0,0.0,1277.3403180000005,10,6,False,False,False,0,0,128,118,12,12,6962.329432,2280.0,426.0,63.0,0,0,0,0,3731.3294320000005,0.0,0.0,248,96,6,0,2,1245001543,True,,9731.329432,0.0,outward
10,10069.596403,10069.596403,1734.65305,0.0,0.0,8334.943352999999,10,8,True,False,False,0,0,124,124,10,10,7330.596403,2025.0,373.0,341.0,0,0,0,0,4069.5964029999996,0.0,0.0,310,110,2,97,0,1245001544,True,,10069.596403,0.0,area
13,11105.074289,11105.074289,6481.204636,0.0,0.0,4623.869653,11,6,False,False,False,0,0,141,132,13,13,8166.074289,2335.0,434.0,170.0,0,0,0,0,5105.074289,0.0,0.0,217,91,7,33,2,1245001545,True,,11105.074289,0.0,edge
12,8432.095268,1993.807928,695.0,6438.287339999999,0.7635453745919417,7737.095267999999,12,12,True,True,False,208,208,80,80,12,12,6639.095267999999,1465.0,262.0,66.0,5216.287339999999,1040.0,182.0,0.0,2432.095267999999,2432.095267999999,0.0,248,80,0,0,0,1245001546,True,,8432.095268,0.0,cluster
13,10383.098598,10383.098598,4480.811183,0.0,0.0,5902.287415000001,13,7,True,False,False,0,0,111,104,13,13,7721.0985980000005,2190.0,407.0,65.0,0,0,0,0,4383.0985980000005,0.0,0.0,217,82,6,0,0,1245001547,True,,10383.098598,0.0,outward
15,11322.590478,11322.590478,9002.335435,0.0,0.0,2320.255042999999,12,7,False,False,False,0,0,120,112,15,15,8802.590478,2055.0,381.0,84.0,0,0,0,0,5322.590478,0.0,0.0,155,65,8,0,3,1245001548,True,,11322.590478,0.0,area
10,9728.448093,9035.039192,7967.664006,693.4089010000007,0.07127641473452848,1760.784087000001,7,4,False,False,False,30,30,144,134,10,10,6759.448093000001,2445.0,459.0,65.0,516.4089010000007,150.0,27.0,0.0,3728.448093000001,693.4089010000007,0.0,310,120,6,5,3,1245001549,True,,9728.448093,0.0,edge
10,8867.325452,2474.232987,1844.471478,6393.092465,0.7209718984158923,7022.853974,10,10,True,True,False,240,240,110,110,10,10,6703.325451999999,1785.0,326.0,53.0,4977.092465,1200.0,216.0,0.0,2867.325451999999,2867.325451999999,0.0,310,110,0,0,0,1245001550,True,,8867.325452,0.0,cluster
12,11922.434506,11922.434506,6645.3448,0.0,0.0,5277.089706,10,7,False,False,False,0,0,161,156,12,12,8443.434506,2455.0,457.0,567.0,0,0,0,0,5922.434506,0.0,0.0,248,104,5,169,2,1245001551,True,,11922.434506,0.0,outward
14,10160.285393,6699.686574,1625.0,3460.598819,0.34060055255772675,8535.285393,14,12,True,False,False,66,66,89,89,14,14,8205.285393,1590.0,289.0,76.0,3075.598819,330.0,55.0,0.0,4160.285393,3460.598819,0.0,186,84,2,2,0,1245001552,True,,10160.285393,0.0,area
16,5260.974245,5260.974245,2003.0,0.0,0.0,3257.9742450000003,16,16,True,True,True,0,0,0,0,16,16,3995.9742450000003,975.0,183.0,107.0,0,0,0,0,0.0,0.0,0.0,27,0,0,0,0,1245001553,True,,5260.974245,0.0,edge
16,1253.483042,1253.483042,401.0,0.0,0.0,852.4830420000001,16,16,True,True,False,0,0,0,0,16,16,890.4830420000001,225.0,43.0,95.0,0,0,0,0,0.0,0.0,0.0,7,0,0,0,0,1245001554,True,,1253.483042,0.0,cluster
13,9528.150935,7944.921111,2661.056525,1583.229824,0.16616338624362903,6867.09441,13,11,True,False,False,35,35,83,81,13,13,7100.150935,1995.0,368.0,65.0,1378.229824,175.0,30.0,0.0,3528.1509349999997,1583.229824,0.0,217,77,2,0,0,1245001555,True,,9528.150935,0.0,outward
15,9530.518557,9075.131047,8353.54023,455.38750999999866,0.047782028572361836,1176.978326999999,14,10,False,False,False,10,10,86,80,15,15,7475.518556999999,1675.0,305.0,75.0,397.38750999999866,50.0,8.0,0.0,3530.5185569999994,455.38750999999866,0.0,155,60,5,0,1,1245001556,True,,9530.518557,0.0,area
11,9981.357012,8710.640011,1931.0,1270.717001000001,0.1273090421945926,8050.357012,11,6,True,False,False,36,36,148,143,11,11,7214.357012,2280.0,426.0,61.0,1058.717001000001,180.0,32.0,0.0,3981.3570120000004,1270.717001000001,0.0,279,121,5,1,0,1245001557,True,,9981.357012,0.0,edge
12,8578.22566,2442.461485,977.0,6135.764175,0.7152719476255887,7601.22566,12,12,True,True,False,192,192,80,80,12,12,6776.22566,1475.0,264.0,63.0,5007.764175,960.0,168.0,0.0,2578.22566,2578.22566,0.0,248,80,0,0,0,1245001558,True,,8578.22566,0.0,cluster
14,11105.037272,11105.037272,8506.80685,0.0,0.0,2598.2304219999987,12,10,False,False,False,0,0,106,101,14,14,8151.037272,2200.0,408.0,346.0,0,0,0,0,5105.037272,0.0,0.0,186,72,4,92,2,1245001559,True,,11105.037272,0.0,outward
16,8561.089326,8561.089326,3785.795055,0.0,0.0,4775.294270999999,16,11,True,False,False,0,0,7,6,16,16,6507.089325999999,1085.0,193.0,776.0,0,0,0,0,2561.0893259999993,0.0,0.0,46,0,5,195,0,1245001560,True,,8561.089326,0.0,area
15,9198.728756,8410.763873,4423.435508,787.9648830000006,0.08566019326160035,4775.293248000001,15,12,True,False,False,15,15,55,55,15,15,7168.728756,1645.0,298.0,87.0,700.9648830000006,75.0,12.0,0.0,3198.7287560000004,787.9648830000006,0.0,155,55,3,0,0,1245001561,True,,9198.728756,0.0,edge
15,8854.439531,8854.439531,2002.531803,0.0,0.0,6851.907728,15,14,True,False,False,0,0,64,64,15,15,7129.439531,1325.0,232.0,168.0,0,0,0,0,2854.439531,0.0,0.0,155,51,1,31,0,1245001562,True,,8854.439531,0.0,cluster
13,15666.36297,15666.36297,8399.903017,0.0,0.0,7266.459953,7,4,False,False,False,0,0,159,147,13,13,10855.36297,2645.0,493.0,1673.0,0,0,0,0,9666.36297,0.0,0.0,217,84,9,536,6,1245001563,True,,15666.36297,0.0,outward
15,9758.648584,8569.9908,1950.819394,1188.657784000001,0.1218055731557841,7807.82919,15,13,True,False,False,20,20,55,55,15,15,7893.6485840000005,1515.0,272.0,78.0,1072.657784000001,100.0,16.0,0.0,3758.6485840000005,1188.657784000001,0.0,155,55,2,0,0,1245001564,True,,9758.648584,0.0,area
14,12009.110656,12009.110656,6648.651655,0.0,0.0,5360.459001000001,13,7,False,False,False,0,0,107,103,14,14,9084.110656,2190.0,407.0,328.0,0,0,0,0,6009.110656000001,0.0,0.0,186,72,7,85,1,1245001565,True,,12009.110656,0.0,edge
12,9229.503488,9229.503488,431.0,0.0,0.0,8798.503488,12,10,True,False,False,0,0,98,98,12,12,7026.503488,1700.0,305.0,198.0,0,0,0,0,3229.5034880000003,0.0,0.0,248,74,2,46,0,1245001566,True,,9229.503488,0.0,cluster
16,10878.877795,10878.877795,9871.821864,0.0,0.0,1007.0559310000008,10,7,False,False,False,0,0,105,91,16,16,8019.877795,2185.0,405.0,269.0,0,0,0,0,4878.877795,0.0,0.0,118,42,9,62,6,1245001567,True,,10878.877795,0.0,outward
14,9958.525459,9958.525459,8814.474154,0.0,0.0,1144.0513050000009,12,7,False,False,False,0,0,105,99,14,14,7616.525459,1915.0,354.0,73.0,0,0,0,0,3958.5254590000004,0.0,0.0,186,69,7,1,2,1245001568,True,,9958.525459,0.0,area
11,9264.790093,7455.355991,5779.287574,1809.4341019999993,0.1953022231304641,3485.5025189999997,11,7,True,False,False,54,54,109,106,11,11,6636.790093,2170.0,403.0,55.0,1491.4341019999993,270.0,48.0,0.0,3264.7900929999996,1809.4341019999993,0.0,279,99,4,0,0,1245001569,True,,9264.790093,0.0,edge
10,8601.253053,1614.276348,395.0,6986.976705,0.81232079348753,8206.253053,10,10,True,True,False,270,270,104,104,10,10,6559.253053,1685.0,307.0,50.0,5393.976705,1350.0,243.0,0.0,2601.2530530000004,2601.2530530000004,0.0,310,104,0,0,0,1245001570,True,,8601.253053,0.0,cluster
16,12150.935716,12150.935716,9098.660129,0.0,0.0,3052.275587,8,3,False,False,False,0,0,141,121,16,16,8616.935716,2510.0,470.0,554.0,0,0,0,0,6150.935716,0.0,0.0,114,38,13,158,8,1245001571,True,,12150.935716,0.0,outward
13,9785.727268,9785.727268,6398.953634,0.0,0.0,3386.773634,10,8,False,False,False,0,0,102,95,13,13,7258.727268000001,2020.0,373.0,134.0,0,0,0,0,3785.7272680000005,0.0,0.0,217,77,5,23,3,1245001572,True,,9785.727268,0.0,area
13,9845.543479,6968.642142,4531.536932,2876.9013370000002,0.2922034058491816,5314.006547,13,11,True,False,False,56,56,80,79,13,13,7365.543479,2020.0,374.0,86.0,2547.9013370000002,280.0,49.0,0.0,3845.543479,2876.9013370000002,0.0,217,77,2,2,0,1245001573,True,,9845.543479,0.0,edge
11,9049.111874,4612.216636,1991.265963,4436.895238,0.49031278425766095,7057.845911,11,11,True,True,False,153,153,113,113,11,11,6934.111874,1735.0,316.0,64.0,3535.895238,765.0,136.0,0.0,3049.111874,3049.111874,0.0,279,113,0,0,0,1245001574,True,,9049.111874,0.0,cluster
11,12377.602308,12377.602308,6423.71772,0.0,0.0,5953.884588,10,5,False,False,False,0,0,154,149,11,11,8850.602308,2465.0,461.0,601.0,0,0,0,0,6377.6023079999995,0.0,0.0,279,108,6,182,1,1245001575,True,,12377.602308,0.0,outward
15,8675.812464,4514.672354,1302.091767,4161.14011,0.4796254099851184,7373.720697000001,15,15,True,True,False,85,85,55,55,15,15,7023.812464000001,1340.0,237.0,75.0,3668.1401100000003,425.0,68.0,0.0,2675.8124640000005,2675.8124640000005,0.0,155,55,0,0,0,1245001576,True,,8675.812464,0.0,area
12,9633.455197,8864.777384,7871.447855,768.6778129999984,0.07979253520993963,1762.007341999999,11,5,False,False,False,24,24,122,115,12,12,6916.455196999999,2230.0,415.0,72.0,627.6778129999984,120.0,21.0,0.0,3633.4551969999993,768.6778129999984,0.0,248,101,7,3,1,1245001577,True,,9633.455197,0.0,edge
15,8956.008984,8956.008984,425.0,0.0,0.0,8531.008984,15,14,True,False,False,0,0,63,63,15,15,7441.008984,1165.0,200.0,150.0,0,0,0,0,2956.008984,0.0,0.0,155,50,1,24,0,1245001578,True,,8956.008984,0.0,cluster
14,10404.072017,10404.072017,9211.238603,0.0,0.0,1192.8334140000006,13,8,False,False,False,0,0,108,97,14,14,7777.072017,2155.0,402.0,70.0,0,0,0,0,4404.072017,0.0,0.0,186,69,6,0,1,1245001579,True,,10404.072017,0.0,outward
13,10335.435284,10335.435284,5679.080067,0.0,0.0,4656.355216999999,13,9,True,False,False,0,0,137,131,13,13,7990.435283999999,1920.0,354.0,71.0,0,0,0,0,4335.435283999999,0.0,0.0,217,98,4,0,0,1245001580,True,,10335.435284,0.0,area
14,10703.934073,10703.934073,8915.334317,0.0,0.0,1788.5997559999996,13,7,False,False,False,0,0,113,107,14,14,7994.934073,2220.0,413.0,76.0,0,0,0,0,4703.934073,0.0,0.0,186,68,7,1,1,1245001581,True,,10703.934073,0.0,edge
11,8780.288868,3283.222394,1985.978076,5497.066473999999,0.6260689775292253,6794.310791999999,11,11,True,True,False,198,198,101,101,11,11,6674.288868,1710.0,311.0,85.0,4331.066473999999,990.0,176.0,0.0,2780.2888679999996,2780.2888679999996,0.0,279,101,0,0,0,1245001582,True,,8780.288868,0.0,cluster
13,9527.981204,8921.135501,7305.398178,606.845702999999,0.06369090051785949,2222.5830259999993,12,8,False,False,False,21,21,115,108,13,13,6918.981204,2145.0,399.0,65.0,483.84570299999905,105.0,18.0,0.0,3527.9812039999997,606.845702999999,0.0,217,84,5,0,1,1245001583,True,,9527.981204,0.0,outward
12,9539.623137,7499.235299,6551.173879,2040.3878380000006,0.21388558108613684,2988.4492580000006,11,9,False,False,False,56,56,102,99,12,12,7235.6231370000005,1895.0,349.0,60.0,1711.3878380000006,280.0,49.0,0.0,3539.6231370000005,2040.3878380000006,0.0,248,96,3,0,1,1245001584,True,,9539.623137,0.0,area
12,9627.202265,8556.717055,7392.55768,1070.4852100000007,0.11119380070488222,2234.644585,11,7,False,False,False,40,40,140,131,12,12,6916.202265,2230.0,415.0,66.0,835.4852100000007,200.0,35.0,0.0,3627.202265,1070.4852100000007,0.0,248,107,5,1,1,1245001585,True,,9627.202265,0.0,edge
15,9926.377894,9926.377894,437.0,0.0,0.0,9489.377894,15,14,True,False,False,0,0,57,57,15,15,7813.377893999999,1305.0,229.0,579.0,0,0,0,0,3926.3778939999993,0.0,0.0,155,45,1,167,0,1245001586,True,,9926.377894,0.0,cluster
10,11866.231447,11866.231447,7996.647527,0.0,0.0,3869.58392,9,4,False,False,False,0,0,154,150,10,10,8223.231447,2495.0,465.0,683.0,0,0,0,0,5866.231447,0.0,0.0,310,110,6,211,1,1245001587,True,,11866.231447,0.0,outward
13,9050.609686,6359.774106,5435.844377,2690.83558,0.29730986898731676,3614.7653089999994,13,10,True,False,False,77,77,77,77,13,13,6985.609686,1675.0,304.0,86.0,2239.83558,385.0,66.0,0.0,3050.609686,2690.83558,0.0,217,77,3,2,0,1245001588,True,,9050.609686,0.0,area
12,11042.384463,11042.384463,8000.641589,0.0,0.0,3041.7428740000005,10,8,False,False,False,0,0,123,117,12,12,7904.384463,2195.0,406.0,537.0,0,0,0,0,5042.384463,0.0,0.0,248,96,4,154,2,1245001589,True,,11042.384463,0.0,edge
12,9134.90832,9134.90832,437.0,0.0,0.0,8697.90832,12,11,True,False,False,0,0,93,93,12,12,7188.9083200000005,1575.0,284.0,87.0,0,0,0,0,3134.9083200000005,0.0,0.0,248,80,1,8,0,1245001590,True,,9134.90832,0.0,cluster
12,9665.200391,8940.01895,8572.136184,725.1814410000006,0.07503015060870047,1093.0642069999994,9,4,False,False,False,24,24,122,110,12,12,6832.200391,2330.0,437.0,66.0,584.1814410000006,120.0,21.0,0.0,3665.2003910000003,725.1814410000006,0.0,248,96,8,2,3,1245001591,True,,9665.200391,0.0,outward
14,10224.061687,10224.061687,7047.222823,0.0,0.0,3176.8388639999994,11,8,False,False,False,0,0,111,102,14,14,7844.061686999999,1945.0,359.0,76.0,0,0,0,0,4224.061686999999,0.0,0.0,186,78,6,2,3,1245001592,True,,10224.061687,0.0,area
12,10840.966304,10840.966304,8655.41811,0.0,0.0,2185.548193999999,8,5,False,False,False,0,0,147,137,12,12,7885.966304,2395.0,449.0,111.0,0,0,0,0,4840.966304,0.0,0.0,248,96,7,17,4,1245001593,True,,10840.966304,0.0,edge
14,8577.389239,7715.362973,1632.0,862.0262659999999,0.10049984231571374,6945.389239,14,13,True,False,False,24,24,73,71,14,14,6805.389239,1440.0,259.0,73.0,722.0262659999999,120.0,20.0,0.0,2577.389239,862.0262659999999,0.0,186,66,1,0,0,1245001594,True,,8577.389239,0.0,cluster
10,9421.673286,9421.673286,6347.718226,0.0,0.0,3073.9550599999993,9,3,False,False,False,0,0,150,138,10,10,6276.673285999999,2605.0,490.0,50.0,0,0,0,0,3421.6732859999993,0.0,0.0,310,120,7,0,1,1245001595,True,,9421.673286,0.0,outward
12,10533.544367,10533.544367,1959.723562,0.0,0.0,8573.820805000001,12,10,True,False,False,0,0,114,114,12,12,8132.544367,1815.0,331.0,255.0,0,0,0,0,4533.544367,0.0,0.0,248,99,2,65,0,1245001596,True,,10533.544367,0.0,area
16,6094.123719,6094.123719,5453.781949,0.0,0.0,640.34177,16,15,True,False,False,0,0,3,3,16,16,4245.123719,1485.0,278.0,86.0,0,0,0,0,94.12371900000016,0.0,0.0,69,0,1,1,0,1245001597,True,,6094.123719,0.0,edge
11,10256.363576,10256.363576,1208.013646,0.0,0.0,9048.34993,11,10,True,False,False,0,0,90,90,11,11,7988.363576,1580.0,285.0,403.0,0,0,0,0,4256.363576,0.0,0.0,279,90,1,116,0,1245001598,True,,10256.363576,0.0,cluster
12,9502.944536,9502.944536,5999.556825,0.0,0.0,3503.387711000001,12,9,True,False,False,0,0,104,100,12,12,6881.944536000001,2160.0,401.0,60.0,0,0,0,0,3502.944536000001,0.0,0.0,248,91,3,0,0,1245001599,True,,9502.944536,0.0,outward
14,10270.176917,10270.176917,2175.729718,0.0,0.0,8094.447199,14,10,True,False,False,0,0,87,83,14,14,8070.176917000001,1800.0,330.0,70.0,0,0,0,0,4270.176917000001,0.0,0.0,186,72,4,0,0,1245001600,True,,10270.176917,0.0,area
16,7238.44467,7238.44467,4759.199538,0.0,0.0,2479.245132,16,12,True,False,False,0,0,0,0,16,16,5346.44467,1340.0,250.0,302.0,0,0,0,0,1238.4446699999999,0.0,0.0,60,0,4,45,0,1245001601,True,,7238.44467,0.0,edge
15,8210.034335,1553.521049,713.866892,6656.513286,0.8107777646705786,7496.167443,15,15,True,True,False,135,135,40,40,15,15,6984.034335,985.0,166.0,75.0,5873.513286,675.0,108.0,0.0,2210.0343350000003,2210.0343350000003,0.0,155,40,0,0,0,1245001602,True,,8210.034335,0.0,cluster
12,9362.49877,8642.811499,8158.179793,719.6872710000007,0.0768691445179224,1204.318977,11,9,False,False,False,24,24,99,96,12,12,6904.49877,2020.0,375.0,63.0,578.6872710000007,120.0,21.0,0.0,3362.49877,719.6872710000007,0.0,248,88,3,1,1,1245001603,True,,9362.49877,0.0,outward
13,9760.043844,7143.798406,2236.639279,2616.245438,0.26805673005335323,7523.404565,13,8,True,False,False,56,56,78,76,13,13,7583.043844,1785.0,327.0,65.0,2288.245438,280.0,48.0,0.0,3760.043844,2616.245438,0.0,217,72,5,0,0,1245001604,True,,9760.043844,0.0,area
12,9368.015118,5574.167517,2003.0,3793.8476009999995,0.4049788085536264,7365.015117999999,12,12,True,True,False,104,104,88,88,12,12,6867.015117999999,2055.0,380.0,66.0,3182.8476009999995,520.0,91.0,0.0,3368.0151179999993,3368.0151179999993,0.0,248,88,0,0,0,1245001605,True,,9368.015118,0.0,edge
16,2986.921067,2986.921067,974.308335,0.0,0.0,2012.612732,16,16,True,True,False,0,0,0,0,16,16,2086.921067,375.0,67.0,458.0,0,0,0,0,0.0,0.0,0.0,12,0,0,0,0,1245001606,True,,2986.921067,0.0,cluster
15,10273.188578,10273.188578,6124.145445,0.0,0.0,4149.043132999999,13,10,False,False,False,0,0,76,69,15,15,7665.188577999999,1885.0,345.0,378.0,0,0,0,0,4273.188577999999,0.0,0.0,155,55,5,100,2,1245001607,True,,10273.188578,0.0,outward
11,11610.27219,11610.27219,8693.512206,0.0,0.0,2916.7599840000003,6,4,False,False,False,0,0,173,164,11,11,7972.27219,2680.0,504.0,454.0,0,0,0,0,5610.27219,0.0,0.0,279,108,7,133,5,1245001608,True,,11610.27219,0.0,area
11,10317.707318,10151.773513,8394.652967,165.93380500000058,0.016082429931940097,1923.0543510000007,10,5,False,False,False,9,9,167,159,11,11,7358.707318000001,2440.0,458.0,61.0,112.93380500000058,45.0,8.0,0.0,4317.707318000001,165.93380500000058,0.0,279,117,6,1,1,1245001609,True,,10317.707318,0.0,edge
15,9776.228317,9776.228317,1001.0,0.0,0.0,8775.228317,15,14,True,False,False,0,0,79,78,15,15,8159.228316999999,1305.0,231.0,81.0,0,0,0,0,3776.228316999999,0.0,0.0,155,65,1,0,0,1245001610,True,,9776.228317,0.0,cluster
11,10823.63803,10823.63803,5192.207339,0.0,0.0,5631.4306910000005,11,5,True,False,False,0,0,151,146,11,11,7498.63803,2430.0,453.0,442.0,0,0,0,0,4823.63803,0.0,0.0,279,108,6,129,0,1245001611,True,,10823.63803,0.0,outward
14,9225.553178,8089.662115,7264.469726,1135.891063,0.12312443937873967,1961.0834519999999,13,11,False,False,False,30,30,86,83,14,14,7235.553178,1620.0,294.0,76.0,960.891063,150.0,25.0,0.0,3225.553178,1135.891063,0.0,186,72,3,1,1,1245001612,True,,9225.553178,0.0,area
15,9877.860735,9877.860735,4860.737653,0.0,0.0,5017.123082,15,9,True,False,False,0,0,84,81,15,15,7432.860735,1985.0,367.0,93.0,0,0,0,0,3877.860735,0.0,0.0,155,55,6,4,0,1245001613,True,,9877.860735,0.0,edge
11,11079.623671,11079.623671,1043.0,0.0,0.0,10036.623671,11,8,True,False,False,0,0,141,141,11,11,8031.623670999999,2040.0,371.0,637.0,0,0,0,0,5079.623670999999,0.0,0.0,279,99,3,194,0,1245001614,True,,11079.623671,0.0,cluster
15,10035.824449,10035.824449,8669.719199,0.0,0.0,1366.1052500000005,11,3,False,False,False,0,0,140,119,15,15,6986.824449,2495.0,470.0,84.0,0,0,0,0,4035.8244489999997,0.0,0.0,155,60,12,2,4,1245001615,True,,10035.824449,0.0,outward
11,10719.163055,10719.163055,7979.91938,0.0,0.0,2739.2436750000006,10,5,False,False,False,0,0,130,128,11,11,8019.163055000001,2070.0,383.0,247.0,0,0,0,0,4719.163055000001,0.0,0.0,279,99,6,63,1,1245001616,True,,10719.163055,0.0,area
