N,seed,C,completion,virtual_time_s,time_per_clear_s,path_length_m,macro_steps,error
12,710020806,12,True,2866.110488,238.84254066666665,11085.552438369721,30,
12,710020807,12,True,3379.544487,281.62870725,13107.722442701317,33,
12,710020808,12,True,3564.916126,297.07634383333334,14364.580644185704,26,
12,710020809,12,True,3647.226053,303.9355044166667,14316.130275218202,31,
12,710020810,12,True,2633.487965,219.45733041666665,10362.4398180832,20,
12,710020811,12,True,3661.692199,305.14101658333334,14553.460999565355,31,
12,710020812,12,True,3450.538943,287.54491191666665,13492.694720713398,27,
12,710020813,12,True,3506.61726,292.218105,13378.086311959294,33,
12,710020814,12,True,2308.059421,192.33828508333332,8730.297106813512,21,
12,710020815,12,True,3801.059462,316.75495516666666,14955.297292845884,32,
12,710020816,12,True,3401.724831,283.47706925,13278.624150918655,28,
12,710020817,12,True,3685.829215,307.15243458333333,14434.146072206951,35,
12,710020818,12,True,2605.086769,217.09056408333333,8965.433843230709,20,
12,710020819,12,True,3525.684908,293.80707566666666,13878.424538944659,33,
12,710020820,12,True,3672.507558,306.04229649999996,14407.537787206775,30,
12,710020821,12,True,3297.588422,274.79903516666667,12772.942113321016,34,
12,710020822,12,True,2434.329174,202.8607645,9356.64586359354,24,
12,710020823,12,True,3543.828396,295.319033,13864.141988052954,35,
12,710020824,12,True,3532.525817,294.37715141666666,13947.629081649155,26,
12,710020825,12,True,3494.838089,291.23650741666665,13609.190459892709,39,
12,710020826,12,True,2441.148565,203.42904708333333,9130.742811728014,22,
12,710020827,12,True,3930.751801,327.5626500833333,15383.759015618643,33,
12,710020828,12,True,3265.328271,272.11068925,12561.641369900344,25,
12,710020829,12,True,3462.405663,288.53380525,13622.028331544774,33,
12,710020830,12,True,3128.0035,260.6669583333333,12355.017500437198,26,
12,710020831,12,True,3397.054461,283.08787175000003,13455.272303272825,34,
12,710020832,12,True,3471.380956,289.28174633333333,13856.904790054754,27,
12,710020833,12,True,3717.176681,309.76472341666664,14670.883389347047,33,
12,710020834,12,True,2642.709865,220.22582208333333,10258.549323608997,22,
12,710020835,12,True,3875.429395,322.95244958333336,15387.146972625515,33,
12,710020836,12,True,3838.594832,319.88290266666667,15552.974158602714,30,
12,710020837,12,True,3387.841188,282.32009899999997,13149.2059524954,32,
12,710020838,12,True,2447.987343,203.99894525,9439.936722664599,23,
12,710020839,12,True,3445.903755,287.15864625,13554.518761925996,32,
12,710020840,12,True,3097.405385,258.11711541666665,11882.02693916501,29,
12,710020841,12,True,3468.477365,289.0397804166667,13312.386838224606,36,
12,710020842,12,True,2581.509856,215.12582133333333,9857.549290184821,23,
12,710020843,12,True,3621.413581,301.7844650833333,14157.067913586512,33,
12,710020844,12,True,3316.21443,276.3512025,12876.072151107463,26,
12,710020845,12,True,3539.033006,294.9194171666667,13535.165015647663,32,
12,710020846,12,True,2475.847907,206.32065891666664,9429.239537384106,23,
12,710020847,12,True,3780.611943,315.05099524999997,15208.059709471154,35,
12,710020848,12,True,3323.520489,276.96004075,12612.60243128406,31,
12,710020849,12,True,3431.288589,285.94071575,13366.44294760898,34,
12,710020850,12,True,2335.71962,194.64330166666664,8963.59809937761,21,
12,710020851,12,True,4270.66649,355.88887416666665,17063.332449974925,33,
12,710020852,12,True,2811.666778,234.3055648333333,10248.333886621609,26,
12,710020853,12,True,3651.104866,304.2587388333333,14240.524320861774,36,
12,710020854,12,True,2726.119217,227.17660141666667,10615.596084188597,24,
12,710020855,12,True,3507.599039,292.2999199166667,13572.99518851997,35,
12,710020856,12,True,3311.453545,275.95446208333334,12832.267736775557,26,
12,710020857,12,True,4137.832843,344.8194035833333,16309.164215438708,32,
12,710020858,12,True,2311.318399,192.60986658333334,8791.591997772066,21,
12,710020859,12,True,3362.860035,280.23833625000003,13019.300173150217,34,
12,710020860,12,True,3616.57755,301.3814625,14267.887756608843,31,
12,710020861,12,True,3382.587735,281.88231125,12902.938678132841,33,
12,710020862,12,True,2462.84993,205.23749416666666,9479.249651541713,21,
12,710020863,12,True,3737.766693,311.48055775,14923.833469430234,30,
12,710020864,12,True,3069.618208,255.80151733333332,11938.091035971494,25,
12,710020865,12,True,3567.330028,297.2775023333333,13771.650148490868,35,
12,710020866,12,True,2709.222617,225.76855141666667,10571.113087059017,31,
12,710020867,12,True,3328.591444,277.38262033333336,12777.957220956725,34,
12,710020868,12,True,3483.340678,290.27838983333334,13736.70339686805,25,
12,710020869,12,True,3766.41086,313.86757166666666,14917.054307136044,32,
12,710020870,12,True,2313.932702,192.82772516666668,8784.663515782051,20,
12,710020871,12,True,4189.967736,349.163978,16789.838679901495,34,
12,710020872,12,True,3457.264779,288.10539825,13521.323880936548,29,
12,710020873,12,True,3472.895775,289.40798125,13339.478863660926,36,
12,710020874,12,True,2523.3844,210.28203333333332,9496.921989363456,25,
12,710020875,12,True,4018.007013,334.83391775,15870.035064596137,32,
12,710020876,12,True,3198.520555,266.5433795833333,12217.602769325102,25,
12,710020877,12,True,3475.242955,289.6035795833333,13266.21477086357,31,
12,710020878,12,True,2920.272259,243.35602158333333,11241.361309784601,31,
12,710020879,12,True,3505.100816,292.0917346666667,13570.504073659276,35,
12,710020880,12,True,2990.005972,249.16716433333332,11450.029860115104,25,
12,710020881,12,True,3280.061469,273.33845575000004,12515.30736027265,32,
12,710020882,12,True,2309.831033,192.48591941666666,8784.15516503449,24,
12,710020883,12,True,3455.257175,287.93809791666666,13246.285886751677,31,
12,710020884,12,True,3686.094563,307.17454691666666,14615.47280708579,29,
12,710020885,12,True,3352.270173,279.35584775,12896.350866807677,34,
12,710020886,12,True,2280.14861,190.0123841666667,8610.743052877895,19,
12,710020887,12,True,3637.052192,303.0876826666667,14340.260945676591,32,
12,710020888,12,True,3667.921801,305.66015008333335,14599.609007394738,26,
12,710020889,12,True,3948.369156,329.03076300000004,15706.845773734738,33,
12,710020890,12,True,2611.655978,217.63799816666665,9948.27988027637,25,
12,710020891,12,True,3557.39303,296.4494191666667,13831.965157112812,36,
12,710020892,12,True,3326.274323,277.1895269166667,12746.371596365092,27,
12,710020893,12,True,4245.282207,353.77351725,17026.411041344516,33,
12,710020894,12,True,2410.149219,200.84576825,9135.746099473332,23,
12,710020895,12,True,3599.552037,299.96266975,14042.760182825554,33,
12,710020896,12,True,3363.986139,280.33217825,13404.930692254095,32,
12,710020897,12,True,3428.976548,285.74804566666666,13294.88273411384,35,
12,710020898,12,True,2210.145658,184.17880483333332,8305.728294968676,21,
12,710020899,12,True,3827.73338,318.97778166666666,15068.666896278439,32,
12,710020900,12,True,3338.515496,278.2096246666667,12967.577480445696,26,
12,710020901,12,True,3445.724801,287.14373341666663,12918.6239958719,33,
12,710020902,12,True,2933.895441,244.49128675,11349.477204236615,27,
12,710020903,12,True,3421.981036,285.16508633333336,13144.90518886307,36,
12,710020904,12,True,3446.041838,287.1701531666667,13745.209181909384,27,
12,710020905,12,True,3582.832008,298.56933399999997,14089.160043174184,32,
12,710020906,12,True,2281.090622,190.09088516666668,8560.453111668283,20,
12,710020907,12,True,3439.424483,286.61870691666667,13177.122402454626,34,
12,710020908,12,True,3696.349815,308.02915125,14516.749077625132,29,
12,710020909,12,True,3591.775043,299.31458691666666,13968.875204849941,35,
12,710020910,12,True,2668.318298,222.35985816666667,10466.591485739591,22,
12,710020911,12,True,4005.07322,333.75610166666667,16170.366090655398,32,
12,710020912,12,True,3018.362996,251.53024966666666,11751.814983991042,27,
12,710020913,12,True,3286.684734,273.8903945,12728.42366446054,30,
12,710020914,12,True,3042.142335,253.51186125,11985.711670480036,29,
12,710020915,12,True,3327.789546,277.3157955,12323.94774020716,35,
12,710020916,12,True,3365.203863,280.43365525,13291.019319986613,26,
12,710020917,12,True,3391.180146,282.5983455,13135.900713977395,32,
12,710020918,12,True,2496.541858,208.04515483333333,9682.709290471073,23,
12,710020919,12,True,3750.537057,312.54475475,14687.685288330369,32,
12,710020920,12,True,3872.423659,322.7019715833333,15482.118306334576,30,
12,710020921,12,True,3490.948322,290.9123601666667,13504.741609289908,37,
12,710020922,12,True,2825.527175,235.46059791666667,10832.635876112698,25,
12,710020923,12,True,3796.255665,316.35463875,15211.278320001295,32,
12,710020924,12,True,2886.216677,240.51805641666667,10601.083393643583,28,
12,710020925,12,True,3300.304412,275.0253676666667,12801.52205923513,33,
12,710020926,12,True,2533.858911,211.15490924999997,9664.294555557042,24,
12,710020927,12,True,3434.677402,286.22311683333334,13083.38700463061,34,
12,710020928,12,True,3317.337854,276.44482116666666,12741.689269299255,26,
12,710020929,12,True,3618.452823,301.53773525,14247.264112906223,32,
12,710020930,12,True,2819.109916,234.92582633333333,11265.549580465116,25,
12,710020931,12,True,3891.763623,324.31363525,15393.818109694093,32,
12,710020932,12,True,3857.942015,321.4951679166667,15474.71006985127,32,
12,710020933,12,True,3354.267264,279.522272,12821.336308490843,37,
12,710020934,12,True,2235.379478,186.28162316666666,8416.897393071702,20,
12,710020935,12,True,3373.713185,281.1427654166667,12798.565917476317,33,
12,710020936,12,True,2996.919339,249.74327825,11164.59669418453,21,
12,710020937,12,True,3720.468576,310.03904800000004,14507.34287621107,34,
12,710020938,12,True,3012.161757,251.01347975,11900.80879077909,29,
12,710020939,12,True,3728.940675,310.74505625,14599.703377498558,32,
12,710020940,12,True,3190.212836,265.85106966666666,12206.064180892832,24,
12,710020941,12,True,4237.983432,353.165286,17069.917150247755,33,
12,710020942,12,True,2312.041657,192.67013808333334,8805.208289863547,21,
12,710020943,12,True,3544.025913,295.33549275,13765.129559457488,33,
12,710020944,12,True,3712.729024,309.39408533333335,14443.645121258625,29,
12,710020945,12,True,3280.518408,273.376534,12572.592030631067,30,
12,710020946,12,True,2580.947415,215.07895125000002,10129.737089556145,23,
12,710020947,12,True,3873.198761,322.76656341666666,15305.993789504884,33,
12,710020948,12,True,2932.638516,244.386543,11183.19259273111,21,
12,710020949,12,True,3501.010627,291.75088558333334,13630.053127631749,32,
12,710020950,12,True,2735.958716,227.99655966666668,10734.793577301542,29,
12,710020951,12,True,3176.259767,264.6883139166667,12046.29884207793,31,
12,710020952,12,True,3424.453513,285.3711260833333,13382.267566373543,27,
12,710020953,12,True,4489.656047,374.1380039166667,18308.280226663017,32,
12,710020954,12,True,2594.319698,216.19330816666664,10091.598498862839,24,
12,710020955,12,True,3682.003709,306.8336424166667,14470.01852964835,33,
12,710020956,12,True,3546.086314,295.50719283333336,14225.431576328025,30,
12,710020957,12,True,3542.01694,295.1680783333333,13805.084702074355,33,
12,710020958,12,True,2286.659926,190.55499383333333,8718.299624536236,20,
12,710020959,12,True,4009.904074,334.15867283333336,16104.520368808371,33,
12,710020960,12,True,3255.081696,271.25680800000004,12650.40846846311,23,
12,710020961,12,True,3184.144247,265.3453539166667,12040.72123542247,33,
12,710020962,12,True,2720.822518,226.73520983333333,10259.112576003994,25,
12,710020963,12,True,3394.694107,282.89117558333334,12898.470527629754,36,
12,710020964,12,True,3566.653152,297.221096,13933.265753413745,26,
12,710020965,12,True,3701.038404,308.419867,14335.192027908153,32,
12,710020966,12,True,2276.435509,189.70295908333333,8442.177548767402,20,
12,710020967,12,True,4030.709724,335.892477,16248.54861841338,31,
12,710020968,12,True,3539.845653,294.98713775,13769.228266089804,27,
12,710020969,12,True,3406.82898,283.90241499999996,12994.144894353374,33,
12,710020970,12,True,2741.22626,228.43552166666666,10681.131298100157,20,
12,710020971,12,True,3542.216553,295.18471275,14001.082769906274,32,
12,710020972,12,True,2785.187393,232.09894941666667,10210.936970154164,25,
12,710020973,12,True,3583.970522,298.6642101666667,13884.852617933757,33,
12,710020974,12,True,2527.794774,210.6495645,9708.973866026827,23,
12,710020975,12,True,3240.455423,270.03795191666666,12032.277105650592,34,
12,710020976,12,True,2959.512384,246.626032,11087.56192675919,27,
12,710020977,12,True,3821.639497,318.4699580833333,15108.19746808878,31,
12,710020978,12,True,2323.64356,193.63696333333334,8728.21780183792,20,
12,710020979,12,True,3199.63855,266.63654583333334,12048.192749828468,34,
12,710020980,12,True,3559.466481,296.62220675,13852.332399680701,30,
12,710020981,12,True,3161.860304,263.48835866666667,12344.301532145852,35,
12,710020982,12,True,2538.310259,211.52585491666665,9476.551294655499,22,
12,710020983,12,True,4076.154898,339.67957483333333,16535.7744833442,32,
12,710020984,12,True,3255.173965,271.2644970833333,12640.869818963665,24,
12,710020985,12,True,3588.647612,299.05396766666667,13833.238059954876,34,
12,710020986,12,True,2296.783778,191.39864816666667,8673.918887909795,24,
12,710020987,12,True,3200.03315,266.6694291666667,12150.165747196794,34,
12,710020988,12,True,3193.396824,266.116402,11931.98412830971,30,
12,710020989,12,True,4196.217858,349.6848215,16736.089291471606,32,
12,710020990,12,True,2463.420392,205.28503266666667,9522.10195706036,25,
12,710020991,12,True,3924.190451,327.01587091666664,15545.952265828035,34,
12,710020992,12,True,3802.714641,316.89288675,14873.573202960155,27,
12,710020993,12,True,3186.317425,265.52645208333337,11971.587132910316,34,
12,710020994,12,True,2393.516462,199.45970516666668,9187.582302727502,22,
12,710020995,12,True,3642.35799,303.5298325,13996.789947292073,32,
12,710020996,12,True,3153.736436,262.8113696666667,12208.682172898098,22,
12,710020997,12,True,3726.163319,310.51360991666667,14490.81659031526,33,
12,710020998,12,True,2853.713443,237.80945358333335,11413.567221407153,27,
12,710020999,12,True,3358.010325,279.83419375,12910.051629528214,36,
13,710030000,13,True,3449.527683,265.34828330769227,13337.638408009541,29,
13,710030001,13,True,4122.769892,317.13614553846156,16618.849451733746,36,
13,710030002,13,True,2146.179336,165.09071815384615,8180.896681568822,22,
13,710030003,13,True,3637.719689,279.8245914615385,14343.598453398967,35,
13,710030004,13,True,3726.759828,286.67383292307693,14758.799134244675,30,
13,710030005,13,True,3472.215433,267.0934948461538,13421.077156974958,40,
13,710030006,13,True,2415.084533,185.77573330769232,9455.422657595913,22,
13,710030007,13,True,3860.826313,296.98663946153846,15404.131566438233,33,
13,710030008,13,True,3371.015115,259.308855,12725.075555927408,29,
13,710030009,13,True,3817.222697,293.63251515384616,15216.11350197782,37,
13,710030010,13,True,2811.796067,216.29200515384616,11298.980329889064,28,
13,710030011,13,True,3303.523237,254.11717207692305,12332.616171659698,38,
13,710030012,13,True,3537.914635,272.1472796153846,13924.573179764906,28,
13,710030013,13,True,3697.793532,284.44565630769233,14293.967661093458,33,
13,710030014,13,True,2507.019096,192.84762276923078,9895.095476004448,29,
13,710030015,13,True,3441.189766,264.7069050769231,13215.948831096095,34,
13,710030016,13,True,3858.034215,296.7718626923077,15300.171070831797,29,
13,710030017,13,True,3377.93176,259.8409046153846,12754.658808080241,36,
13,710030018,13,True,2420.640815,186.20313961538463,9388.204076882761,23,
13,710030019,13,True,3714.725749,285.74813453846156,14603.628735072076,35,
13,710030020,13,True,3539.610142,272.27770323076925,14028.050710188043,30,
13,710030021,13,True,3442.930806,264.8408312307692,13324.654041177106,37,
13,710030022,13,True,2706.664608,208.20496984615386,10418.32304584962,24,
13,710030023,13,True,3517.751492,270.5962686153846,13778.757466239724,38,
13,710030024,13,True,3398.843973,261.4495363846154,13124.21987371461,24,
13,710030025,13,True,4006.536882,308.19514476923075,15802.684413876063,35,
13,710030026,13,True,2392.104151,184.00801161538462,9295.520754565292,23,
13,710030027,13,True,4201.976925,323.2289942307692,17149.8846225659,35,
13,710030028,13,True,3791.183785,291.62952192307694,15135.918924592714,29,
13,710030029,13,True,3532.724343,271.7480263846154,13658.621716035957,37,
13,710030030,13,True,2699.886072,207.68354399999998,10589.430354702727,22,
13,710030031,13,True,3106.820655,238.98620423076923,11389.103273040833,34,
13,710030032,13,True,2963.778528,227.9829636923077,11013.89264596898,23,
13,710030033,13,True,3651.730197,280.9023228461538,14468.650992581132,33,
13,710030034,13,True,2435.826484,187.37126800000001,9409.132413085268,27,
13,710030035,13,True,3409.498877,262.2691443846154,13192.494387930681,39,
13,710030036,13,True,3189.498434,245.3460333846154,12392.492173447974,28,
13,710030037,13,True,4004.522022,308.04015553846153,15987.610110114369,34,
13,710030038,13,True,2546.761531,195.90473315384617,9938.80766828015,21,
13,710030039,13,True,4430.382938,340.79868753846154,18166.914689035435,34,
13,710030040,13,True,3904.680732,300.3600563076923,15583.403659272786,30,
13,710030041,13,True,3615.586822,278.12206323076924,14037.934091098263,37,
13,710030042,13,True,2533.281947,194.86784207692307,9666.409735460606,26,
13,710030043,13,True,3908.391377,300.64549053846156,15576.956881108646,34,
13,710030044,13,True,3402.980156,261.7677043076923,13379.900775399925,35,
13,710030045,13,True,3426.27329,263.55948384615385,13206.366440581683,34,
13,710030046,13,True,2288.832074,176.0640056923077,8734.160372947561,22,
13,710030047,13,True,3575.407414,275.0313395384615,13822.037075709308,33,
13,710030048,13,True,3222.747275,247.90363653846154,12133.73637492022,28,
13,710030049,13,True,3890.807608,299.2928929230769,15524.038036556665,34,
13,710030050,13,True,2310.741468,177.74934369230772,8693.707343985676,21,
13,710030051,13,True,3759.723656,289.209512,14638.618294635164,36,
13,710030052,13,True,3617.357113,278.25823946153844,14416.785566663524,30,
13,710030053,13,True,3538.29313,272.1763946153846,13736.465655913145,37,
13,710030054,13,True,2613.776879,201.0597599230769,10343.88439180489,26,
13,710030055,13,True,4113.55801,316.4275392307692,16802.790040048552,34,
13,710030056,13,True,3000.379855,230.7984503846154,11501.899289411833,23,
13,710030057,13,True,3647.928776,280.6099058461539,14249.643893127894,34,
13,710030058,13,True,2932.082732,225.54482553846154,11725.413682739,32,
13,710030059,13,True,3399.704184,261.51570646153846,13033.52091118002,37,
13,710030060,13,True,3370.955477,259.3042674615385,13334.77738512381,26,
13,710030061,13,True,3776.651931,290.511687,15078.259649407257,34,
13,710030062,13,True,2397.218512,184.401424,9161.09254748641,21,
13,710030063,13,True,3420.242423,263.095571,13351.212118028498,35,
13,710030064,13,True,3352.445001,257.8803846923077,12992.225010743536,29,
13,710030065,13,True,3340.199425,256.9384173076923,12810.997140551766,42,
13,710030066,13,True,2781.255265,213.94271269230768,11211.276317611379,25,
13,710030067,13,True,3984.88987,306.52999,16029.449343206166,35,
13,710030068,13,True,3004.112845,231.08560346153848,11510.56423316395,26,
13,710030069,13,True,3442.74219,264.8263223076923,12998.71094282613,33,
13,710030070,13,True,2751.773292,211.6748686153846,10508.866455309302,27,
13,710030071,13,True,3434.029526,264.15611738461536,13240.147628834928,36,
13,710030072,13,True,3745.242066,288.0955435384615,15016.210330599602,29,
13,710030073,13,True,3937.595487,302.89196053846155,15352.977431894993,34,
13,710030074,13,True,2172.473208,167.1133236923077,8287.366033905497,21,
13,710030075,13,True,3563.821643,274.1401263846154,13639.10819619327,34,
13,710030076,13,True,3524.186819,271.0912937692308,14055.93409224096,30,
13,710030077,13,True,3386.168635,260.47451038461537,12940.843191794916,36,
13,710030078,13,True,2384.727905,183.4406080769231,9208.639521042664,26,
13,710030079,13,True,3682.586116,283.27585507692305,14472.930572767958,34,
13,710030080,13,True,3038.336637,233.71820284615384,11691.683178797983,27,
13,710030081,13,True,4170.193569,320.7841206923077,16630.96784599364,34,
13,710030082,13,True,3085.304047,237.33108053846155,11751.52023714617,28,
13,710030083,13,True,3560.183093,273.8602379230769,13905.915479702344,38,
13,710030084,13,True,3560.903312,273.91563938461536,14219.516564303725,32,
13,710030085,13,True,4118.375477,316.7981136153846,16461.8773865886,36,
13,710030086,13,True,2272.346888,174.79591446153847,8741.734438103698,21,
13,710030087,13,True,3540.831303,272.37163869230767,13824.156516289164,35,
13,710030088,13,True,3376.881732,259.7601332307692,12979.408664603965,33,
13,710030089,13,True,3505.264961,269.6357662307692,13366.324791768915,34,
13,710030090,13,True,2397.16259,184.3971223076923,9095.812950078358,21,
13,710030091,13,True,4111.163686,316.24336046153843,16690.818445179902,34,
13,710030092,13,True,3443.113195,264.8548611538462,13460.565975711066,24,
13,710030093,13,True,3330.38521,256.1834776923077,12741.926041250204,35,
13,710030094,13,True,2742.385551,210.95273469230767,10906.927753210872,25,
13,710030095,13,True,3460.125031,266.1634639230769,13240.625148161142,41,
13,710030096,13,True,3512.234595,270.17189192307694,13831.17297723869,28,
13,710030097,13,True,4675.61414,359.66262615384613,19358.070700502958,34,
13,710030098,13,True,2401.546453,184.73434253846153,9282.73226821397,25,
13,710030099,13,True,3582.275479,275.55965223076925,13776.377395529584,34,
13,710030100,13,True,3846.80034,295.9077184615384,15549.001697175589,30,
13,710030101,13,True,3600.95255,276.99635,13999.762744401927,39,
13,710030102,13,True,2869.630725,220.740825,11338.153621231662,23,
13,710030103,13,True,3528.809483,271.4468833076923,13629.047421207395,31,
13,710030104,13,True,3442.201696,264.78474584615384,13741.008478334224,25,
13,710030105,13,True,3692.292299,284.0224845384615,14491.46149488388,34,
13,710030106,13,True,2437.449322,187.4961016923077,9412.246605164783,24,
13,710030107,13,True,3285.726004,252.74815415384617,12778.630028114372,36,
13,710030108,13,True,3986.561757,306.6585966923077,16302.808785233514,28,
13,710030109,13,True,3839.005341,295.30810315384616,15295.02671781168,34,
13,710030110,13,True,2471.785726,190.13736353846156,9688.92862874528,25,
13,710030111,13,True,3626.837636,278.9875104615385,14174.18818249294,35,
13,710030112,13,True,4039.334028,310.71800215384616,16206.670132663907,32,
13,710030113,13,True,3398.676766,261.43667430769233,13048.383828150918,41,
13,710030114,13,True,2352.019938,180.9246106153846,9065.099686096839,24,
13,710030115,13,True,4070.037653,313.0798194615385,16555.188261064053,34,
13,710030116,13,True,2697.480842,207.49852630769232,10062.4042182972,24,
13,710030117,13,True,3469.940726,266.91851738461537,13369.703635064416,35,
13,710030118,13,True,2776.397428,213.56903292307695,10901.987131565016,25,
13,710030119,13,True,3125.769314,240.4437933846154,11653.846575635454,33,
13,710030120,13,True,3442.957745,264.84290346153847,13489.788726860588,32,
13,710030121,13,True,4036.330805,310.486985,15941.654019182593,35,
13,710030122,13,True,2312.99948,177.92303692307692,8854.997405860768,25,
13,710030123,13,True,3865.222745,297.32482653846154,15086.11371387589,33,
13,710030124,13,True,3752.611794,288.6624456923077,15058.058965715614,29,
13,710030125,13,True,3289.797176,253.06132123076924,12588.985878305257,38,
13,710030126,13,True,2450.140135,188.47231807692307,9585.700673177267,23,
13,710030127,13,True,3952.460529,304.0354253076923,15832.302643295468,34,
13,710030128,13,True,2858.924221,219.91724776923078,10529.621094852446,27,
13,710030129,13,True,4263.765982,327.9819986153846,17138.829910358552,34,
13,710030130,13,True,2444.280105,188.02154653846154,9481.400524886974,24,
13,710030131,13,True,3273.681901,251.82168469230768,12893.409501798129,41,
13,710030132,13,True,3558.112786,273.70098353846157,13975.563928982872,27,
13,710030133,13,True,4168.41126,320.64702,16967.056314364403,36,
13,710030134,13,True,2316.721025,178.2093096153846,8768.605128296886,24,
13,710030135,13,True,3757.628815,289.0483703846154,14903.144066947565,35,
13,710030136,13,True,3707.986272,285.2297132307692,14904.931372885352,32,
13,710030137,13,True,3279.042634,252.23404876923075,12470.213176443718,37,
13,710030138,13,True,2347.30321,180.56178538461538,9011.516037762858,25,
13,710030139,13,True,3940.546913,303.11899330769234,15762.734555162437,36,
13,710030140,13,True,3408.314479,262.1780368461539,13211.572387451972,27,
13,710030141,13,True,4236.378362,325.87525861538467,17141.891817339536,34,
13,710030142,13,True,3023.142117,232.54939361538462,12020.710578396078,25,
13,710030143,13,True,3733.992249,287.230173,14709.96125471321,35,
13,710030144,13,True,3392.877713,260.9905933076923,13294.388560902442,28,
13,710030145,13,True,4261.449568,327.8038129230769,17037.247823941187,32,
13,710030146,13,True,2327.829198,179.06378446153846,8784.145988545664,21,
13,710030147,13,True,3596.764934,276.6742256923077,14198.824670940152,35,
13,710030148,13,True,3293.949543,253.3807340769231,12759.747710014599,30,
13,710030149,13,True,3454.719727,265.7476713076923,13198.598630634002,33,
13,710030150,13,True,2689.022855,206.84791192307694,10680.114271943126,25,
13,710030151,13,True,4177.218294,321.3244841538462,16926.09145929782,34,
13,710030152,13,True,3156.149167,242.78070515384616,12035.74584451325,22,
13,710030153,13,True,3323.299716,255.63843969230768,12716.498577275745,35,
13,710030154,13,True,2623.746118,201.82662446153847,10273.730592974482,26,
13,710030155,13,True,3563.918286,274.1475604615385,13769.591441911554,37,
13,710030156,13,True,3096.637151,238.20285776923077,12048.185756849212,27,
13,710030157,13,True,4183.089455,321.77611192307694,16880.44727408473,34,
13,710030158,13,True,2436.844394,187.44956876923078,9424.221973604446,22,
13,710030159,13,True,3526.018658,271.23220446153846,13710.093287949674,34,
13,710030160,13,True,3773.620411,290.27849315384617,15233.102059714782,30,
13,710030161,13,True,3226.181037,248.16777207692306,12545.90518365643,34,
13,710030162,13,True,2762.939781,212.53382930769232,11079.69890405028,24,
13,710030163,13,True,4027.396121,309.7997016153846,16281.980602628328,34,
13,710030164,13,True,3329.773555,256.1364273076923,13123.867779165583,25,
13,710030165,13,True,3463.33843,266.41064846153847,13271.692153519474,37,
13,710030166,13,True,2454.902537,188.8386566923077,9384.512684080124,25,
13,710030167,13,True,3508.155605,269.85812346153847,13590.778003505819,34,
13,710030168,13,True,3234.037869,248.77214376923075,12385.189332211941,27,
13,710030169,13,True,4199.883616,323.0679704615385,17079.41806704399,35,
13,710030170,13,True,2458.025632,189.07889476923077,9360.128170927164,21,
13,710030171,13,True,3604.385319,277.2604091538461,14016.926600607552,38,
13,710030172,13,True,3600.894816,276.99190892307695,14089.474074868254,31,
13,710030173,13,True,3543.299979,272.56153684615384,13856.4998876732,34,
13,710030174,13,True,2454.79653,188.8305023076923,9418.982638399846,21,
13,710030175,13,True,3736.875359,287.4519506923077,14699.37679120861,35,
13,710030176,13,True,3307.4793,254.4214846153846,12997.396505243862,25,
13,710030177,13,True,3903.055989,300.23507607692306,15710.279960147182,34,
13,710030178,13,True,2576.292432,198.17634092307694,10016.462165463994,26,
13,710030179,13,True,3504.045872,269.54199015384614,13660.229370245957,35,
13,710030180,13,True,3394.829542,261.140734,13654.147719886958,27,
13,710030181,13,True,3683.686686,283.3605143076923,14643.433442676695,34,
13,710030182,13,True,2275.059364,175.00456646153847,8620.296817484836,21,
13,710030183,13,True,3337.695784,256.7458295384615,13033.478910266178,38,
13,710030184,13,True,3828.919781,294.53229084615384,15464.598904945626,29,
13,710030185,13,True,3464.295646,266.48428046153845,13406.478237240288,34,
13,710030186,13,True,2477.924919,190.60960915384615,9674.624605932566,25,
13,710030187,13,True,3708.595359,285.2765660769231,14472.976786027915,34,
13,710030188,13,True,3338.195953,256.7843040769231,12800.979759469401,28,
13,710030189,13,True,3597.015642,276.69351092307693,14035.078207561557,35,
13,710030190,13,True,2308.475299,177.57502300000002,8902.37649526454,24,
13,710030191,13,True,3541.048398,272.3883383076923,13860.241993607682,37,
13,710030192,13,True,3334.912798,256.5317536923077,13029.56399533537,29,
13,710030193,13,True,3556.217449,273.5551883846154,13511.087261423132,34,
13,710030194,13,True,2290.940998,176.22623061538462,8864.704983841884,21,
13,710030195,13,True,3573.091874,274.8532210769231,13775.45935727887,36,
13,710030196,13,True,3808.19719,292.93824538461536,15325.985947767062,27,
13,710030197,13,True,3458.493103,266.03793099999996,13092.465504301897,38,
13,710030198,13,True,2380.458622,183.1122016923077,9072.293110178556,22,
13,710030199,13,True,4109.63006,316.12538923076926,16383.15029596602,34,
13,710030200,13,True,3160.101008,243.08469292307694,12200.505040757436,24,
13,710030201,13,True,3640.329818,280.02537061538465,14146.649088361226,35,
13,710030202,13,True,2410.047167,185.38824361538462,9220.235833946463,21,
13,710030203,13,True,3550.495587,273.11504515384615,13582.477941695834,31,
13,710030204,13,True,3199.88787,246.14522076923078,12394.43935263909,26,
13,710030205,13,True,3782.744065,290.9803126923077,15153.720320503518,35,
13,710030206,13,True,2405.779163,185.05993561538463,9108.895815572001,21,
13,710030207,13,True,3702.059756,284.7738273846154,14710.298770424579,35,
13,710030208,13,True,3619.799937,278.446149,14373.99968585204,28,
